@relation testSet

@attribute powerPS numeric
@attribute kilometer numeric
@attribute monthOfRegistration numeric
@attribute yearOfRegistration numeric
@attribute price numeric

@data
0.326531,1,0.916667,0.681818,999
0.659184,1,0.166667,0.818182,8500
0.318367,1,0.666667,0.787879,1000
0.193878,0.517241,0.083333,0.939394,12999
0.326531,0.241379,1,0.924242,23000
0.097959,1,0.5,0.833333,1700
0.326531,1,0.083333,0.787879,2799
0.002041,0.172414,0.416667,0.939394,4499
0.189796,0.37931,0.666667,0.878788,8600
0.334694,1,0.333333,0.818182,11499
0.244898,1,0.75,1,3999
0.193878,1,0.916667,0.787879,699
0.132653,0.827586,1,0.757576,800
0.110204,0.827586,0.083333,0.80303,2700
0.204082,1,0.25,0.727273,1900
0.265306,1,0.833333,0.833333,8000
0.271429,0.655172,0.583333,0.893939,9850
0.173469,0.827586,1,0.893939,3599
0.387755,0.241379,0.75,0.954545,16400
0.216327,1,0.833333,0.818182,5900
0.102041,0.310345,0.666667,0.939394,7750
0.326531,0.241379,0.333333,0.893939,16000
0.285714,1,1,0.681818,1000
0.618367,0.310345,0.333333,0.969697,49200
0.306122,1,0.583333,0.727273,699
0.102041,1,0.583333,0.666667,1250
0.187755,1,0.166667,0.727273,1350
0.089796,1,0.166667,0.80303,2200
0.42449,1,0.416667,0.727273,2500
0.312245,1,0.833333,0.757576,700
0.426531,1,0.25,0.757576,6150
0.187755,1,1,0.833333,3300
0.173469,0.241379,1,0.878788,6700
0.089796,1,0.416667,0.712121,850
0.436735,1,0.25,0.863636,16900
0.102041,0.586207,0.583333,0.818182,2550
0.185714,1,0.333333,0.712121,800
0.234694,1,0,0.69697,230
0.316327,1,0.5,0.757576,2250
0.132653,1,0.333333,0.80303,1299
0.193878,0.827586,0.333333,0.893939,9600
0.244898,1,0.416667,0.742424,1199
0.355102,0.517241,0.666667,0.924242,22000
0.326531,1,0.833333,0.863636,8190
0.22449,1,0.333333,0.833333,1700
0.216327,1,0.75,0.772727,2400
0.163265,1,0.25,0.681818,270
0.285714,0.103448,0.25,0.984848,25900
0.159184,1,0.333333,0.848485,1850
0.193878,1,0.583333,0.818182,4800
0.436735,1,0.916667,0.863636,12500
0.173469,1,0.916667,0.681818,1200
0.722449,0,0.083333,0.30303,11000
0.136735,0.241379,0.5,0.939394,6200
0.091837,0.827586,0.916667,0.742424,1600
0.132653,0.241379,0.666667,0.939394,6590
0.089796,0.827586,0.333333,0.893939,2400
0.132653,0.827586,0.75,0.742424,1650
0.112245,1,0.333333,0.80303,2150
0.45102,1,0.833333,0.772727,7000
0.181633,1,0.916667,0.575758,999
0.132653,1,0.333333,0.742424,1000
0.202041,1,0.333333,0.742424,2990
0.132653,0.448276,0.666667,0.787879,3950
0.116327,0.241379,0.083333,0.909091,4600
0.214286,1,0.75,0.833333,1450
0.1,1,1,0.757576,250
0.089796,0.517241,0.416667,0.742424,950
0.155102,0.241379,0.75,0.924242,11500
0.216327,1,0.25,0.69697,850
0.214286,1,0,0.666667,600
0.204082,1,0.166667,0.742424,1500
0.285714,1,0.416667,0.818182,3650
0.285714,0.37931,0.25,0.863636,3500
0.185714,0.310345,0.25,0.80303,3700
0.091837,0.827586,0.333333,0.878788,3500
0.285714,1,1,0.757576,790
0.234694,1,0.333333,0.833333,3250
0.102041,0.655172,0.5,0.833333,2700
0.193878,1,0.25,0.893939,9700
0.326531,1,0.25,0.848485,9900
0.163265,1,0.916667,0.742424,1750
0.071429,0.827586,0.5,0.712121,200
0.102041,0.586207,0.666667,0.833333,600
0.089796,1,0.5,1,600
0.387755,0.448276,0.333333,0.954545,20200
0.285714,1,0,0.757576,750
0.520408,1,0.583333,0.772727,7299
0.295918,1,0.416667,0.757576,985
0.163265,1,0.083333,0.606061,300
0.57551,0.827586,0.833333,0.893939,24990
0.142857,0.827586,0.416667,0.863636,5550
0.265306,0.827586,0.5,0.878788,8900
0.234694,1,0.583333,0.772727,1550
0.163265,0.172414,0.5,0.69697,3800
0.228571,0.655172,0.916667,0.909091,9490
0.257143,0.172414,0.5,0.969697,16200
0.163265,0.586207,0.916667,0.924242,7900
0.285714,1,0.666667,0.742424,1450
0.659184,1,0.333333,0.787879,8790
0.440816,1,0.583333,0.787879,4000
0.185714,1,0.75,0.681818,699
0.410204,1,0.833333,0.909091,11190
0.15102,0.827586,0.666667,0.818182,1800
0.285714,1,0.583333,0.712121,1600
0.326531,1,0.75,0.80303,7300
0.120408,0.448276,1,0.378788,12500
0.163265,1,0.833333,0.909091,4850
0.216327,0.655172,0.5,0.863636,5200
0.155102,0.517241,0.25,0.939394,7890
0.102041,1,0.75,0.681818,400
0.185714,1,0.166667,0.727273,2590
0.132653,0.827586,0.666667,0.772727,2300
0.371429,0.448276,0.583333,0.878788,3000
0.193878,1,0.833333,0.893939,4900
0.089796,0.37931,0.333333,0.893939,3200
0.271429,1,0.833333,0.909091,12999
0.216327,0.827586,0.75,0.893939,5490
0.163265,0.448276,0.666667,0.893939,6470
0.428571,1,0.25,0.80303,9500
0.185714,1,0.75,0.80303,2850
0.132653,0.517241,1,0.833333,3000
0.132653,0.827586,0.416667,0.878788,2600
0.15102,1,0.5,0.893939,5350
0.257143,0.827586,0.833333,0.80303,3390
0.116327,1,0.333333,0.590909,1300
0.604082,1,0.916667,0.848485,20999
0.091837,1,0.75,0.727273,799
0.146939,0.827586,1,0.80303,1800
0.367347,1,1,0.590909,3900
0.163265,1,0.416667,0.833333,990
0.132653,1,0.5,0.772727,2000
0.118367,1,0.25,0.772727,3350
0.187755,1,0,0.712121,1200
0.187755,0.586207,0.5,0.772727,3600
0.312245,0.655172,0.333333,0.848485,10000
0.187755,1,0.833333,0.772727,2100
0.159184,1,0.916667,0.757576,750
0.306122,0.655172,0.583333,0.878788,9990
0.102041,1,0.416667,0.742424,1050
0.257143,0.827586,0.333333,0.818182,3500
0.242857,1,0.916667,0.757576,1799
0.132653,1,0.833333,0.742424,333
0.285714,1,0.666667,0.787879,2500
0.202041,1,0.75,0.818182,1699
0.142857,0.655172,0.083333,0.848485,1000
0.265306,1,0.583333,0.818182,5100
0.257143,1,0.666667,0.651515,3900
0.1,1,0.416667,0.772727,100
0.163265,1,0,1,600
0.089796,0.827586,0.25,0.727273,549
0.216327,0.37931,0.333333,0.848485,10990
0.204082,1,0.5,0.757576,1950
0.081633,1,0.333333,0.742424,550
0.104082,0.37931,0.416667,0.818182,5500
0.102041,0.827586,1,0.772727,650
0.163265,0.827586,0.333333,0.924242,6900
0.277551,0.827586,0.416667,0.80303,4500
0.265306,0.448276,0.583333,0.909091,17499
0.265306,1,0.083333,0.863636,10100
0.102041,0.655172,0.083333,0.833333,2199
0.228571,1,0.583333,0.848485,7499
0.155102,0.310345,0.833333,0.924242,6999
0.471429,1,0.666667,0.787879,6699
0.306122,0.655172,0.416667,0.833333,6000
0.132653,0.517241,1,0.893939,3490
0.185714,1,1,0.863636,5250
0.202041,1,0.25,0.681818,550
0.132653,1,0.25,0.742424,1850
0.214286,0,0.416667,0.712121,1500
0.216327,1,0.416667,0.848485,2940
0.246939,1,1,0.863636,4750
0.193878,0.172414,0.166667,0.954545,13900
0.271429,1,0.5,0.772727,6990
0.22449,1,0.166667,0.742424,1750
0.032653,0.37931,0.25,0.545455,1200
0.214286,1,0.416667,0.727273,500
0.193878,1,0.083333,0.833333,4900
0.181633,0.586207,0.833333,0.878788,6500
0.214286,1,0.25,0.818182,3500
0.173469,0.827586,0.416667,0.833333,3300
0.24898,1,0.166667,0.621212,1999
0.146939,1,0.583333,0.484848,2100
0.197959,0.448276,0.833333,0.878788,6300
0.489796,1,0.833333,0.787879,9999
0.153061,1,0.583333,0.787879,1500
0.897959,1,0.416667,0.833333,12990
0.132653,0.655172,1,0.878788,5999
0.326531,1,0.5,0.863636,11200
0.312245,0.586207,0.833333,0.818182,7800
0.410204,1,0,1,1200
0.193878,1,0.75,0.787879,2149
0.097959,1,0.166667,0.787879,699
0.110204,1,0.5,0.863636,2650
0.285714,1,0.583333,0.69697,1590
0.132653,1,0.75,0.848485,3490
0.132653,1,0.416667,0.818182,2990
0.312245,1,0.333333,0.80303,5000
0.159184,0.827586,0.583333,0.742424,1500
0.257143,0.310345,0.583333,0.924242,18700
0.246939,1,0.166667,0.80303,1600
0.436735,1,0.5,0.606061,7500
0.312245,1,0.666667,0.954545,13900
0.102041,0.827586,0.5,0.424242,3500
0.355102,1,0.916667,0.80303,7150
0.204082,1,0.666667,0.893939,6300
0.132653,1,0.583333,0.666667,2950
0.285714,1,0.833333,0.712121,1399
0.265306,1,0.416667,0.818182,4500
0.091837,0.827586,0.25,0.636364,1550
0.071429,1,0,0.560606,299
0.257143,1,0.166667,0.757576,1650
0.146939,0.827586,1,0.924242,7490
0.102041,0.241379,0,0.909091,4100
0.173469,1,0.083333,0.818182,2750
0.187755,1,0.083333,0.757576,1950
0.204082,0.655172,0.75,0.893939,3000
0.334694,1,0.75,0.681818,3950
0.216327,1,0.083333,0.80303,2999
0.185714,0.586207,0.083333,0.424242,9900
0.244898,1,0.333333,0.787879,3299
0.14898,1,0.25,0.863636,1890
0.257143,1,0.666667,0.712121,2399
0.081633,1,0.833333,0.742424,850
0.228571,0.517241,1,0.924242,15200
0.312245,1,0.666667,0.818182,8900
0.183673,0.517241,0.5,0.848485,7000
0.265306,1,0.916667,0.909091,12599
0.326531,1,0.333333,0.848485,7200
0.265306,1,0.25,0.954545,11950
0.132653,1,0.833333,0.606061,2800
0.265306,1,0,0.818182,5300
0.228571,1,0.5,0.666667,1100
0.312245,0.448276,0.166667,0.924242,12500
0.326531,1,0.416667,0.757576,3800
0.187755,1,0.25,0.742424,7400
0.326531,1,0.666667,0.772727,1750
0.326531,0.37931,1,0.954545,30000
0.285714,1,1,0.833333,4899
0.081633,0.827586,0.333333,0.727273,120
0.187755,1,0.416667,0.727273,1500
0.181633,0.37931,0.5,0.954545,16990
0.228571,0.517241,0.75,0.909091,11295
0.510204,0.103448,0.75,0.924242,18500
0.132653,0.827586,0.833333,0.848485,2500
0.265306,0.586207,0.333333,0.924242,21000
0.428571,1,0.75,0.727273,6990
0.185714,0.448276,0.833333,0.909091,7200
0.373469,1,0.916667,0.727273,5500
0.12449,0.655172,0.583333,0.863636,4900
0.120408,1,0.166667,0.818182,1900
0.193878,0.586207,0.333333,0.924242,13990
0.344898,0.37931,0.916667,0.863636,7750
0.193878,0.827586,0.5,0.909091,7499
0.193878,1,0.416667,0.833333,4390
0.387755,0.827586,0.833333,0.878788,15490
0.212245,1,0.583333,1,650
0.228571,1,0.666667,0.757576,3500
0.22449,1,0.833333,1,3000
0.163265,1,0,0.787879,1700
0.244898,1,0.916667,0.833333,2790
0.216327,1,0.416667,0.818182,2600
0.210204,0.827586,0.5,0.575758,3200
0.187755,1,0.416667,0.681818,1500
0.265306,1,0.166667,0.893939,5000
0.181633,1,0.416667,0.727273,999
0.295918,0.827586,0.333333,0.818182,3990
0.373469,1,0.25,0.727273,1900
0.285714,1,0.416667,0.833333,6800
0.132653,1,0.666667,0.681818,850
0.265306,0.310345,0.166667,0.909091,11300
0.285714,1,1,0.818182,2400
0.216327,1,0.25,0.69697,500
0.285714,0.655172,0.75,0.878788,11000
0.344898,1,0.583333,0.742424,3199
0.118367,1,0.916667,0.742424,3250
0.193878,0.827586,0.083333,0.848485,3900
0.642857,0.517241,1,0.833333,39997
0.453061,0.655172,0.333333,0.69697,19500
0.204082,1,0.333333,0.833333,2750
0.153061,1,0.583333,0.787879,3680
0.506122,1,0.25,0.924242,21999
0.163265,1,0.416667,0.742424,1399
0.395918,0.448276,0.166667,0.893939,19500
0.216327,1,0,0.666667,750
0.242857,1,1,0.772727,3450
0.204082,1,0.583333,0.80303,3950
0.265306,1,0.5,0.712121,1500
0.242857,1,0.666667,0.848485,7950
0.234694,1,0.583333,0.69697,2200
0.132653,1,0,0.742424,1890
0.185714,1,0.416667,0.818182,3350
0.163265,0.655172,1,0.848485,1490
0.265306,0.310345,0.5,0.939394,20990
0.089796,1,0.166667,0.742424,320
0.265306,1,0,0.772727,1400
0.097959,1,0.583333,0.742424,280
0.102041,1,0.5,0.787879,1350
0.285714,1,0.75,0.681818,850
0.091837,1,0.5,0.651515,200
0.312245,1,0,1,1400
0.246939,1,0.833333,0.80303,1199
0.306122,1,0.916667,0.606061,2999
0.195918,1,0.166667,0.712121,850
0.27551,1,0.583333,0.833333,2200
0.265306,1,0.666667,0.863636,10200
0.132653,1,0.416667,0.666667,700
0.171429,0.655172,0.25,0.893939,4950
0.132653,1,0.916667,0.742424,750
0.187755,1,0.25,0.712121,1800
0.204082,1,0.75,0.80303,1300
0.132653,1,0.5,0.727273,800
0.295918,1,0.75,0.712121,1300
0.326531,1,0.916667,0.772727,3500
0.246939,1,0.5,0.863636,4900
0.265306,0.241379,0.083333,0.969697,14999
0.132653,0.448276,0.166667,0.712121,1499
0.257143,1,0.25,0.818182,4899
0.265306,1,0.25,0.863636,3900
0.183673,0.37931,0.25,0.939394,7950
0.159184,1,0.583333,0.727273,1000
0.071429,0.586207,1,0.666667,1200
0.285714,1,0.166667,0.666667,999
0.25102,1,0.833333,0.787879,2900
0.257143,1,0.25,0.80303,1799
0.428571,1,0.916667,0.772727,1500
0.218367,1,0.416667,0.757576,1100
0.355102,0.172414,0.333333,0.893939,20990
0.340816,0.37931,0.25,0.954545,29500
0.340816,1,0.333333,0.833333,7999
0.097959,0.827586,0.583333,0.80303,1390
0.257143,1,0.333333,0.727273,600
0.187755,1,0.333333,0.742424,1750
0.489796,1,0.5,0.787879,990
0.120408,0.586207,1,0.818182,1700
0.265306,1,0.916667,0.848485,5950
0.185714,1,0,0.727273,1750
0.334694,1,0.25,0.757576,1000
0.132653,0.517241,0.166667,0.80303,2990
0.163265,1,0.583333,0.727273,480
0.204082,0.103448,0.583333,0.287879,95000
0.216327,1,1,0.69697,700
0.185714,0.241379,0.5,0.954545,10500
0.212245,1,0.333333,0.818182,2900
0.604082,0.517241,1,0.939394,33800
0.228571,0.310345,0.833333,0.909091,13900
0.102041,0.827586,0.916667,0.80303,1350
0.234694,0.517241,0.333333,0.924242,8100
0.142857,1,0.833333,0.848485,5500
0.163265,1,0,0.636364,750
0.197959,1,1,0.787879,1750
0.102041,0.586207,0.416667,0.893939,5300
0.285714,1,1,0.818182,3850
0.104082,0.827586,0.333333,0.80303,3150
0.373469,1,0.416667,0.80303,3600
0.095918,0.827586,0.583333,0.787879,999
0.132653,1,1,0.787879,400
0.312245,1,0.333333,0.80303,4990
0.146939,0.827586,0,0.787879,2100
0.189796,1,0.583333,0.80303,2800
0.279592,0.827586,0.583333,0.772727,800
0.271429,0.37931,0.333333,0.954545,20500
0.534694,0.827586,0.333333,0.863636,15200
0.163265,1,1,0.727273,555
0.442857,1,0.5,0.893939,13999
0.132653,0.827586,0.25,0.818182,3300
0.171429,0.37931,0.75,0.848485,2300
0.234694,1,0.583333,0.772727,1450
0.295918,1,0.666667,0.757576,1500
0.081633,1,0.5,0.742424,599
0.312245,0.655172,0.333333,0.909091,11900
0.42449,0.586207,0.333333,0.818182,11500
0.271429,1,0.166667,0.878788,10499
0.234694,1,0.083333,0.818182,1900
0.326531,1,0.25,0.727273,1700
0.326531,0.655172,0.25,0.939394,19830
0.15102,0.827586,1,0.80303,2200
0.285714,1,0.416667,0.787879,2999
0.181633,1,0.083333,0.69697,999
0.265306,1,1,0.833333,6200
0.091837,0.827586,0.916667,0.727273,750
0.102041,1,0.083333,0.681818,850
0.265306,1,0.083333,0.848485,6300
0.285714,1,0.083333,0.833333,5800
0.189796,0.827586,0.416667,0.878788,4800
0.371429,1,0.833333,0.818182,5590
0.683673,1,1,0.80303,59911
0.202041,0.655172,0.416667,0.80303,3999
0.387755,0.655172,0.25,0.848485,14550
0.285714,0.310345,0.25,0.909091,12500
0.118367,1,0.75,0.924242,3000
0.295918,1,0.583333,0.818182,2990
0.097959,1,0.916667,0.772727,500
0.118367,0.172414,0.583333,0.954545,9900
0.265306,1,0.333333,0.818182,2500
0.214286,1,0.25,0.666667,1200
0.285714,1,0.5,0.787879,1700
0.120408,0.37931,0.083333,0.878788,4500
0.334694,1,1,0.833333,16500
0.267347,0.37931,0.083333,0.924242,16300
0.436735,1,0.5,0.863636,7550
0.540816,1,0.75,0.772727,5000
0.159184,0.827586,0.25,0.681818,500
0.326531,1,0,0.666667,349
0.193878,0.448276,0.333333,0.863636,9400
0.373469,1,0.75,0.772727,3600
0.212245,0.448276,0.5,0.909091,9990
0.228571,1,0.666667,0.848485,7300
0.234694,1,0.75,0.727273,200
0.185714,1,1,0.69697,999
0.285714,1,0.75,0.848485,4800
0.326531,1,0.25,0.69697,1600
0.132653,1,0.25,0.757576,250
0.265306,0.586207,0.75,0.893939,7950
0.22449,0.655172,0.666667,0.651515,3990
0.173469,0.37931,0.666667,0.878788,5790
0.479592,0.827586,1,0.909091,31500
0.132653,0.827586,0.416667,0.772727,1500
0.326531,1,1,0.772727,2500
0.179592,0.827586,0.166667,0.787879,2650
0.163265,1,0.5,0.878788,3989
0.102041,1,0.5,0.757576,600
0.340816,1,0.416667,0.833333,6950
0.506122,0.517241,0.916667,0.924242,41900
0.387755,0.172414,0.416667,0.954545,31500
0.204082,0.172414,0.833333,0.969697,17900
0.326531,1,0.75,0.848485,6850
0.436735,1,0.333333,0.878788,18999
0.271429,1,0.5,0.787879,3800
0.193878,1,1,0.833333,4990
0.102041,1,0,0.80303,850
0.132653,1,0.916667,0.712121,590
0.163265,1,0.25,0.757576,1900
0.342857,1,0.416667,0.878788,8100
0.185714,0.827586,0,0.80303,1900
0.163265,1,1,0.666667,600
0.320408,1,0.25,0.787879,3200
0.15102,1,0.833333,0.80303,1990
0.132653,1,0,1,1200
0.163265,1,0.083333,0.80303,4980
0.120408,0.310345,0.333333,0.924242,4200
0.193878,0.310345,0.666667,0.954545,16000
0.216327,1,0.5,0.787879,3199
0.132653,1,0.333333,0.742424,1250
0.334694,1,0.333333,0.69697,1950
0.285714,1,0.333333,0.666667,1900
0.187755,1,0.5,0.818182,6000
0.285714,1,0.416667,0.69697,950
0.45102,1,0.583333,0.848485,12699
0.118367,0.517241,0.25,0.893939,3500
0.118367,1,0.75,0.848485,2790
0.097959,1,0.583333,0.757576,1500
0.204082,1,0.833333,0.712121,500
0.214286,1,0,0.742424,2100
0.193878,0.655172,0.5,0.924242,13000
0.328571,1,1,0.863636,13500
0.479592,0.655172,0.25,0.924242,34800
0.146939,0.172414,0.833333,0.909091,7700
0.265306,0.517241,1,0.924242,15990
0.104082,0.517241,0.583333,0.863636,3400
0.102041,0.103448,0.833333,0.969697,8500
0.102041,1,0,0.69697,1000
0.285714,1,0.833333,0.863636,3550
0.246939,1,0.25,0.757576,2800
0.155102,0.37931,0.833333,0.878788,20000
0.436735,1,0.75,0.863636,14900
0.604082,1,0.75,0.833333,7200
0.132653,1,0.5,0.727273,650
0.381633,1,0.75,0.863636,7500
0.216327,1,0.25,0.772727,1600
0.185714,0.172414,0.583333,0.893939,8500
0.173469,0.827586,0.25,0.30303,8800
0.204082,1,1,0.757576,2100
0.193878,1,0.5,0.909091,6500
0.132653,0.827586,0.583333,0.818182,2450
0.091837,1,0.166667,0.757576,180
0.108163,0.827586,0.166667,0.772727,950
0.234694,1,0.25,0.742424,2000
0.246939,1,0.916667,0.757576,1100
0.216327,1,0.333333,0.757576,1990
0.285714,0.448276,0.25,0.954545,19500
0.436735,1,0.5,0.863636,12888
0.146939,0.448276,0.5,0.893939,5500
0.089796,0.827586,0.416667,0.757576,2300
0.071429,0.655172,0.333333,0.787879,1800
0.159184,0.827586,0.333333,0.848485,3550
0.146939,1,1,0.772727,1100
0.216327,1,0.333333,0.727273,6900
0.204082,0.827586,0.833333,0.757576,400
0.312245,1,1,0.818182,5200
0.132653,1,0.083333,0.818182,3690
0.173469,0.586207,0.5,0.878788,5900
0.193878,0.827586,0.25,0.924242,9200
0.185714,1,0.416667,0.772727,2300
0.102041,0.655172,0.333333,0.772727,550
0.102041,1,0.75,0.727273,1290
0.102041,0.827586,0.25,0.742424,1000
0.271429,1,0.166667,0.833333,5500
0.204082,0.827586,0.083333,0.893939,10490
0.326531,0.827586,0.916667,0.878788,10999
0.132653,0.103448,0.75,0.969697,10899
0.102041,1,0.75,0.818182,1499
0.204082,1,0.25,0.742424,3100
0.185714,1,0.5,0.772727,800
0.216327,0.827586,0.083333,0.833333,7150
0.193878,1,0,0.712121,700
0.15102,0.655172,0.166667,0.909091,4800
0.216327,1,0.333333,0.833333,6900
0.185714,1,0.083333,0.742424,2999
0.265306,0.310345,0.666667,0.954545,21250
0.089796,0.827586,0.333333,0.833333,2200
0.387755,0.37931,0.083333,0.878788,17000
0.132653,1,0.75,0.666667,550
0.102041,1,0.666667,0.742424,1000
0.193878,0.310345,0.833333,0.833333,6999
0.185714,1,0.666667,0.742424,1000
0.183673,1,0.083333,0.833333,690
0.285714,0.827586,0.25,0.848485,5290
0.081633,1,0.75,0.742424,550
0.334694,1,0.333333,0.818182,14000
0.081633,1,0.916667,0.772727,999
0.265306,0.034483,0.333333,0.969697,35500
0.673469,0.827586,1,0.772727,5555
0.097959,1,0.666667,0.772727,850
0.118367,0.827586,0.333333,0.878788,2950
0.489796,0.517241,1,0.924242,59999
0.234694,0.655172,0.916667,0.954545,11900
0.257143,0.103448,0.333333,0.969697,20000
0.563265,1,0.5,0.666667,15500
0.22449,1,0.166667,0.878788,4400
0.087755,1,1,0.712121,980
0.102041,1,0.666667,0.712121,399
0.355102,1,0.666667,0.848485,13900
0.173469,1,0.25,0.575758,5900
0.271429,1,0.583333,0.878788,10699
0.563265,1,0.416667,0.69697,5200
0.132653,1,0.416667,0.787879,1190
0.355102,0.448276,0.083333,0.924242,27500
0.265306,1,0.583333,0.863636,8300
0.216327,0.103448,1,0.757576,2400
0.081633,1,0.583333,0.681818,150
0.069388,1,0.25,0.621212,200
0.297959,0.827586,0.5,0.924242,9500
0.257143,1,0,0.742424,499
0.326531,1,0.666667,0.742424,2500
0.102041,0.586207,1,0.878788,4699
0.340816,0.655172,0.083333,0.863636,12350
0.520408,0.827586,0.916667,0.924242,23700
0.371429,1,0.583333,1,1690
0.173469,0.517241,0.666667,0.878788,6490
0.371429,1,0.833333,0.833333,1300
0.102041,0.37931,0.166667,0.954545,5999
0.185714,1,0.916667,0.772727,2599
0.102041,0.827586,0,0.727273,1800
0.102041,1,0.333333,0.818182,1599
0.306122,0.586207,0.583333,0.893939,16000
0.255102,0,0.833333,0.833333,2000
0.185714,0.517241,0.083333,0.909091,6190
0.312245,1,0.416667,0.863636,7200
0.281633,1,0,0.863636,5800
0.216327,1,0.75,0.80303,3000
0.340816,1,0.75,0.878788,10800
0.344898,1,0.5,0.757576,2000
0.265306,1,0.25,0.863636,3599
0.367347,0.517241,0.166667,0.909091,22500
0.089796,0.103448,0.5,0.742424,999
0.220408,1,0.333333,0.757576,3200
0.44898,0.37931,0.666667,0.954545,23000
0.257143,1,0.666667,0.833333,4950
0.102041,0.586207,0,0.772727,600
0.273469,1,0.333333,0.787879,650
0.216327,0.827586,0.333333,0.909091,5300
0.244898,1,0.166667,0.681818,3750
0.193878,0.37931,0.166667,0.924242,11990
0.534694,0.103448,0.083333,0.833333,19990
0.118367,0.310345,0.083333,0.924242,4500
0.193878,0.448276,0.5,0.909091,9000
0.193878,0.827586,0.166667,0.878788,9750
0.173469,0.517241,0.25,0.878788,2350
0.246939,1,0.166667,0.787879,2350
0.185714,1,1,0.772727,2490
0.087755,1,0.083333,0.651515,1200
0.395918,1,0.916667,0.80303,6000
0.534694,1,1,0.848485,8800
0.102041,1,1,0.772727,950
0.081633,1,0.083333,0.560606,1400
0.120408,0.586207,1,0.863636,5699
0.453061,1,0.166667,0.787879,4500
0.285714,1,0.5,0.727273,1999
0.312245,0.586207,0.25,0.878788,15500
0.216327,0.172414,0,0.757576,950
0.102041,1,0,0.681818,200
0.246939,1,0.833333,0.757576,1900
0.265306,1,0.416667,0.833333,5555
0.187755,1,0.75,0.727273,1150
0.185714,1,0.416667,0.833333,1111
0.220408,1,0.75,0.727273,1499
0.285714,0.517241,0.666667,0.818182,5999
0.102041,1,0.583333,0.727273,1290
0.193878,0.586207,0.583333,0.818182,4300
0.326531,0.827586,0.75,0.666667,500
0.228571,0.586207,0.75,0.878788,7990
0.867347,1,0.083333,0.924242,33700
0.295918,0.517241,0.416667,0.80303,3899
0.091837,1,0.25,0.621212,1600
0.246939,1,0.916667,0.772727,2750
0.185714,1,1,0.787879,2290
0.173469,1,0.25,0.80303,1000
0.216327,1,0.25,0.651515,1599
0.167347,0.586207,0.75,0.863636,4490
0.193878,1,0.416667,0.878788,6499
0.163265,1,0.166667,0.909091,5450
0.102041,1,0.75,0.757576,250
0.340816,1,0.5,0.848485,6990
0.102041,1,0,0.727273,900
0.271429,0.827586,0.416667,0.878788,8100
0.265306,1,0.416667,0.848485,7550
0.371429,1,1,0.757576,5700
0.063265,1,0.833333,0.833333,2200
0.132653,1,0.333333,1,2600
0.202041,1,0.75,0.772727,6500
0.102041,1,0.583333,0.621212,600
0.193878,1,0.833333,0.848485,6700
0.387755,1,0.666667,0.878788,15690
0.285714,1,0.416667,0.742424,2190
0.132653,1,0.25,0.712121,700
0.102041,1,0.5,0.833333,2150
0.285714,1,0.083333,0.833333,11900
0.257143,1,1,0.893939,4500
0.42449,0.517241,0.666667,0.727273,6666
0.132653,0.034483,0.416667,0.954545,13800
0.185714,1,0.333333,0.712121,2000
0.55102,0.827586,0.416667,0.863636,18900
0.081633,1,0.5,0.757576,550
0.102041,1,0.416667,0.787879,1150
0.183673,1,1,0.742424,1200
0.257143,1,0.833333,0.712121,5780
0.132653,1,0.333333,0.727273,400
0.265306,1,0.666667,0.833333,3300
0.326531,1,0.75,0.863636,10000
0.193878,1,0.833333,0.833333,2600
0.185714,1,0.833333,0.818182,2100
0.265306,1,1,0.878788,9500
0.355102,0.37931,0.083333,0.954545,21900
0.185714,1,0,1,800
0.04898,0,0.333333,0.166667,10500
0.102041,1,0.333333,0.712121,1100
0.312245,1,0.916667,0.818182,6700
0.071429,1,0.25,0.772727,200
0.336735,1,1,0.818182,12800
0.228571,1,0.416667,0.848485,4400
0.132653,1,0.416667,0.727273,1750
0.091837,1,0.583333,0.621212,250
0.214286,1,0.25,0.742424,555
0.132653,1,0.166667,0.757576,850
0.132653,1,0.666667,0.742424,1200
0.163265,0.172414,0.5,0.893939,8800
0.089796,0.37931,0.083333,0.69697,900
0.163265,0.517241,0.583333,0.727273,1800
0.312245,0.448276,0.333333,0.818182,10900
0.081633,1,0.25,0.757576,300
0.091837,1,0.5,0.757576,500
0.061224,1,0.666667,0.742424,200
0.285714,0.172414,0.75,0.969697,23900
0.242857,1,0.75,1,3750
0.387755,0.586207,0.333333,0.939394,20500
0.12449,0.103448,0.25,0.954545,7850
0.285714,1,0.5,0.681818,1850
0.265306,0.448276,0.75,0.954545,17500
0.163265,1,0.666667,0.651515,1400
0.118367,1,0.5,0.742424,750
0.367347,0.827586,0.333333,0.893939,15900
0.132653,1,0.666667,0.772727,790
0.132653,1,0.166667,0.772727,400
0.204082,1,0.416667,0.727273,2900
0.210204,0.655172,0.583333,0.80303,2300
0.132653,1,0.666667,0.863636,4450
0.132653,0.310345,0.75,0.833333,4500
0.155102,0.827586,0.166667,0.893939,5795
0.316327,0.37931,0.083333,0.969697,15900
0.346939,1,0.916667,0.863636,11700
0.326531,1,0.666667,0.893939,13250
0.091837,1,0,0.651515,200
0.257143,0.827586,0.166667,0.909091,10999
0.187755,1,0,0.818182,3300
0.102041,0.655172,0.5,0.924242,5200
0.173469,1,0.333333,0.590909,2500
0.142857,0.448276,0.583333,0.863636,4899
0.110204,0.586207,0.583333,0.787879,2000
